Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year
TiO2,,,10,nm,,63,333,nm,,-22,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
TiO2,,,10,nm,,63,333,nm,,-22,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
TiO2,,,15,nm,,78,743,nm,,-22,mV,algae,Raphidocelis subcapitata,OECD 201,natural light/dark cycle,EC50,72,h,0.38, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
TiO2,,,15,nm,,78,743,nm,,-22,mV,crustacean,Daphnia magna,OECD 202,natural light/dark cycle,EC50,48,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
TiO2,,,15,nm,,78,743,nm,,-22,mV,fish,Danio rerio,OECD 236,natural light/dark cycle,EC50,96,h,100, mg/L,Dana Kühnel; Carmen Nickel; Bryan Hellack; Esther van der Zalm; Carola Kussatz; Monika Herrchen; Boris Meisterjahn; Kerstin Hund-Rinke,Closing gaps for environmental risk screening of engineered nanomaterials,NanoImpact,15,,2019
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Escherichia coli,Luria–Bertani medium,natural light/dark cycle,EC50,4,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Staphylococcus aureus,Luria–Bertani medium,natural light/dark cycle,EC50,4,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Bacillus subtilis,Luria–Bertani medium,natural light/dark cycle,EC50,4,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Pseudomonas putida,Luria–Bertani medium,natural light/dark cycle,EC50,4,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Pseudomonas aeruginosa,Luria–Bertani medium,natural light/dark cycle,EC50,4,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,bacteria,Vibrio fischeri, 2% NaCl,natural light/dark cycle,EC50,0.5,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,algae,Raphidocelis subcapitata, OECD201,natural light/dark cycle,EC50,72,h,6.8, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,protozoa,Tetrahymena thermophila,deionized water,natural light/dark cycle,EC50,24,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,crustacean,Daphnia magna,artificial freshwater,natural light/dark cycle,EC50,48,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
TiO2, Spherical,,5,nm,99,257,367,nm,,14.2,mV,fish,Danio rerio,artificial freshwater,natural light/dark cycle,EC50,96,h,100, mg/L,Olesja M. Bondarenko; Margit Heinlaan; Mariliis Sihtmäe; Angela Ivask; Imbi Kurvet; Elise Joonas; Anita Jemec; Marika Mannerström; Tuula Heinonen; Rohit Rekulapelly; Shashi Singh; Jing Zou; Ilmari Pyykkö; Damjana Drobne; Anne Kahru,Multilaboratory evaluation of 15 bioassays for (eco)toxicity screening and hazard ranking of engineered nanomaterials: FP7 project NANOVALID,Nanotoxicology,10,,2016
ZnO,sphere,,30,nm,,,565–3770,nm,0.19,,mV,algae,Pseudokirchneriella subcapitata,"synthetic freshwater algal medium (US-EPA, no EDTA)","24 h light cycle Philips TL 40W cool white fluorescent light, 70 µmol photons/m2/s)",EC50,72,h,68,µg/L,"Franklin, Natasha M.; Rogers, Nicola J.; Apte, Simon C.; Batley, Graeme E.; Gadd, Gerald E.; Casey, Philip S.","Comparative toxicity of nanoparticulate ZnO, bulk ZnO, and ZnCl2 to a freshwater microalga (Pseudokirchneriella subcapitata): The importance of particle solubility",ENVIRONMENTAL SCIENCE & TECHNOLOGY,41,24,2007
ZnO,sphere,,30,nm,surfactant nonylphenol ethoxylate,,118–3140,nm,,,mV,algae,Pseudokirchneriella subcapitata,"synthetic freshwater algal medium (US-EPA, no EDTA)","24 h light cycle Philips TL 40W cool white fluorescent light, 70 µmol photons/m2/s)",EC50,72,h,49,µg/L,"Franklin, Natasha M.; Rogers, Nicola J.; Apte, Simon C.; Batley, Graeme E.; Gadd, Gerald E.; Casey, Philip S.","Comparative toxicity of nanoparticulate ZnO, bulk ZnO, and ZnCl2 to a freshwater microalga (Pseudokirchneriella subcapitata): The importance of particle solubility",ENVIRONMENTAL SCIENCE & TECHNOLOGY,41,24,2007
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli AS391
(pSLlux) sodABC−",0.9% NaCl,dark,EC50 ,0.5,h,13.4,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli AS393
(pSLlux) sodC−",0.9% NaCl,dark,EC50 ,0.5,h,171,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,E. coli AB1157 (pSLlux) sod wt,0.9% NaCl,dark,EC50 ,0.5,h,183,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI131
(pSLlux) sodB−",0.9% NaCl,dark,EC50 ,0.5,h,196,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI132
(pSLlux) sodAB−",0.9% NaCl,dark,EC50 ,0.5,h,22.6,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI130
(pSLlux) sodA−",0.9% NaCl,dark,EC50 ,0.5,h,234,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli AS391
(pSLlux) sodABC−",0.9% NaCl,dark,EC50 ,2,h,5.54,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI132
(pSLlux) sodAB−",0.9% NaCl,dark,EC50 ,2,h,6.91,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,E. coli AB1157 (pSLlux) sod wt,0.9% NaCl,dark,EC50 ,2,h,67.2,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI131
(pSLlux) sodB−",0.9% NaCl,dark,EC50 ,2,h,82.4,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli AS393
(pSLlux) sodC−",0.9% NaCl,dark,EC50 ,2,h,86.8,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,47.5,nm,,12.9,,nm,100% at 0.01 to 1 mg/L,,mV,bacteria,"E. coli JI130
(pSLlux) sodA−",0.9% NaCl,dark,EC50 ,2,h,89.1,mg/L,"Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals",ANALYTICAL AND BIOANALYTICAL CHEMISTRY,398,2,2010
ZnO,,,60,nm,,,,nm,0.83,,mV,bacteria,Vibrio fischeri,2% NaCl in Milli-Q water,dark,EC50,0.5,h,1.9,mg/L,"Heinlaan, Margit; Ivask, Angela; Blinova, Irina; Dubourguier, Henri-Charles; Kahru, Anne","Toxicity of nanosized and bulk ZnO, CuO and TiO(2) to bacteria Vibrio fischeri and crustaceans Daphnia magna and Thamnocephalus platyurus",CHEMOSPHERE,71,7,2008
ZnO,,uncoated,20,nm,,,,nm,,,mV,crustacean,Daphnia magna,"reconstituted water (MilliQ water + 64.75 mg/L NaHCO3, 5.75 mg/L KCl, 123.25 mg/L MgSO*7H2O, and 294 mg/L CaCl2*2H2O",natural light/dark cycle,EC50 ,48,h,0.622,mg/L,"Zhu, Xiaoshan; Zhu, Lin; Chen, Yongsheng; Tian, Shengyan",Acute toxicities of six manufactured nanomaterial suspensions to Daphnia magna,JOURNAL OF NANOPARTICLE RESEARCH,11,1,2009
ZnO,strip,uncoated,20,nm,,,180,nm,0.27,,mV,fish,Danio rerio,Milli-Q water,"14-h/10-h, light/dark cycle",EC50 ,84,h,2.065,mg/L,"Zhu, Xiaoshan; Zhu, Lin; Duan, Zhenghua; Qi, Ruiqi; Li, Yan; Lang, Yupeng",Comparative toxicity of several metal oxide nanoparticle aqueous suspensions to Zebrafish (Danio rerio) early developmental stage,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,43,3,2008
ZnO,,dimethoxy-diphenylsilane/triethoxy-caprylylsilane crosspolymer,200,nm,,18,D10% 130 nm; D50% 1700 nm,nm,,,mV,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),16-h/8-h light/dark cycle,EC50 ,48,h,1,mg/L,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,2009
ZnO,,uncoated,201,nm,,18,D10% 1000 nm; D50% 2600 nm,nm,,,mV,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),16-h/8-h light/dark cycle,EC50 ,48,h,7.5,mg/L,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,2009
ZnO,,triethoxycaprylylsilane,202,nm,,18,,nm,,,mV,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),16-h/8-h light/dark cycle,EC50 ,48,h,1.1,mg/L,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,2009
ZnO,,,70,nm,,,,nm,almost 100%,,mV,crustacean,Daphnia magna,"artificial fresh water CaCl2*2H2O – 294, MgSO4*7H2O –
123.25, NaHCO3 – 64.75, KCl – 5.75, pH  7.8 ± 0.2",dark,EC50 ,48,h,2.6,mg/L,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,2010
ZnO,,,70,nm,,,,nm,almost 100%,,mV,protozoan,Tetrahymena thermophila,Milli-Q water with food substrate,dark,EC50 ,24,h,9.4,mg/L,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,2010
ZnO,"hexagonal, clubbed, minilated, and cylindrical",,182.5,nm,,,,nm,,,mV,crustacean,Ceriodaphnia affinis,"15 ml of nanoparticles solution, fed by yeast suspension, pH 7.5-8.0",,EC50,7,days,0.054,mg/L,"Tomilina, I. I.; Gremyachikh, V. A.; Myl'nikov, A. P.; Komov, V. T.",Changes in biological characteristics of freshwater heterotrophic flagellates and cladocerans under the effect of metal oxide nano- and microparticles,INLAND WATER BIOLOGY,4,4,2011
ZnO,,,,nm,,,,nm,,,mV,bacteria,"Esherichia coli
strain RB1436","minimum salt medium (MgSO4·7H2O 0.2 g, CaCl2 0.1 g, FeSO4·7H2O 0.05 mg, NaMoO4·2H2O 0.05 mg, K2HPO4 0.43 g, KH2PO4 0.23 g/l)",,EC50,1.5,h,1.05,mg/L,"Ko, Kyung-Seok; Kong, In Chul","Toxic effects of nanoparticles on bioluminescence activity, seed germination, and gene mutation",APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,98,7,2014
ZnO,,,21,nm,3-6% of Al,,"analyzed, value not given",nm,0.034 mg/L,-10.5,mV,crustacean,Daphnia magna,"commercial mineral water (San Benedetto; conductivity 415 µS/cm at 20 °C, pH <8.81, 301 mg/L HCO3-,48.6 mg/L Ca2+, 28.2 mg/L Mg2+) final oxygen concentration > 8 mg/L",16-h/8-h light/dark cycle,EC50,48,h,1.9,mg/L,"Santo, Nadia; Fascio, Umberto; Torres, Francesco; Guazzoni, Niccolo; Tremolada, Paolo; Bettinetti, Roberta; Mantecca, Paride; Bacchetta, Renato",Toxic effects and ultrastructural damages to Daphnia magna of two differently sized ZnO nanoparticles: Does size matter?,WATER RESEARCH,53,,2014
ZnO,,,35,nm,no impurities observed in EDX-spectrum,,"analyzed, value not given",nm,0.038 mg/L,-9.81,mV,crustacean,Daphnia magna,"commercial mineral water (San Benedetto; conductivity 415 µS/cm at 20 °C, pH <8.81, 301 mg/L HCO3-,48.6 mg/L Ca2+, 28.2 mg/L Mg2+) final oxygen concentration > 8 mg/L",16-h/8-h light/dark cycle,EC50,48,h,3.1,mg/L,"Santo, Nadia; Fascio, Umberto; Torres, Francesco; Guazzoni, Niccolo; Tremolada, Paolo; Bettinetti, Roberta; Mantecca, Paride; Bacchetta, Renato",Toxic effects and ultrastructural damages to Daphnia magna of two differently sized ZnO nanoparticles: Does size matter?,WATER RESEARCH,53,,2014
ZnO,,,100,nm,,16.03,,nm,<detection limit at 200 mg/L,,mV,bacteria,Vibrio fischeri,Microtox; 20‰ NaCl,dark,EC50,5,min,170.2,mg/L,"Goix, Sylvaine; Leveque, Thibaut; Xiong, Tian-Tian; Schreck, Eva; Baeza-Squiban, Armelle; Geret, Florence; Uzu, Gaelle; Austruy, Annabelle; Dumat, Camille",Environmental and health impacts of fine and ultrafine metallic particles: Assessment of threat scores,ENVIRONMENTAL RESEARCH,133,,2014
ZnO,,,101,nm,,16.03,,nm,<detection limit at 200 mg/L,,mV,bacteria,Vibrio fischeri,Microtox; 20‰ NaCl,dark,EC50,15,min,10.8,mg/L,"Goix, Sylvaine; Leveque, Thibaut; Xiong, Tian-Tian; Schreck, Eva; Baeza-Squiban, Armelle; Geret, Florence; Uzu, Gaelle; Austruy, Annabelle; Dumat, Camille",Environmental and health impacts of fine and ultrafine metallic particles: Assessment of threat scores,ENVIRONMENTAL RESEARCH,133,,2014
ZnO,,,102,nm,,16.03,,nm,<detection limit at 200 mg/L,,mV,bacteria,Vibrio fischeri,Microtox; 20‰ NaCl,dark,EC50,30,min,2.4,mg/L,"Goix, Sylvaine; Leveque, Thibaut; Xiong, Tian-Tian; Schreck, Eva; Baeza-Squiban, Armelle; Geret, Florence; Uzu, Gaelle; Austruy, Annabelle; Dumat, Camille",Environmental and health impacts of fine and ultrafine metallic particles: Assessment of threat scores,ENVIRONMENTAL RESEARCH,133,,2014
ZnO,,uncoated,42,nm,,13,177,nm,,,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,0,min,58.8,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
ZnO,,uncoated,42,nm,,13,177,nm,,,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,15,min,79.8,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
ZnO,,uncoated,42,nm,,13,177,nm,,,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,30,min,88.5,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
ZnO,,uncoated,42,nm,,13,177,nm,,,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,60,min,100.4,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
ZnO,,uncoated,42,nm,,13,177,nm,,,mV,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",dark,IC50,90,min,100.4,mg/L,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,2014
ZnO,,triethoxycaprylylsilane,200,nm,,18,,nm,,,mV,crustacean,Daphnia magna,surface water from a pond,16-h/8-h light/dark cycle,EC50 ,48,h,13.4,mg/L,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,2009
ZnO,,triethoxycaprylylsilane,200,nm,,18,,nm,,,mV,crustacean,Daphnia magna,surface water from well-spring of the River Selz,16-h/8-h light/dark cycle,EC50 ,48,h,100,mg/L,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,2009
ZnO,,,70,nm,,,,nm,almost 100%,,mV,crustacean,Daphnia magna,"River water, dissolved organic carbon 13.3 mg/L",dark,EC50 ,48,h,3.3,mg/L,"Blinova, I.; Ivask, A.; Heinlaan, M.; Mortimer, M.; Kahru, A.",Ecotoxicity of nanoparticles of CuO and ZnO in natural water,ENVIRONMENTAL POLLUTION,158,1,2010
